,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP,PTS_per_G,TRB_per_G,AST_per_G,WS_per_G,WS_per_48,BPM,VORP
2206,1975,112,PHO,Dave Edmunds,West Georgia,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,1975,113,PHI,Mike Flynn,Kentucky,2,144,2279,896,304,321,0.44,0.0,0.653,2279,6.2,2.1,2.2,2.6,0.054000000000000006,-0.9,0.6
2208,1975,114,POR,Steve Fields,Miami University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2209,1975,115,MIL,Wilbur Thomas,American University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210,1975,116,CLE,Shawn Leftwick,Jacksonville University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2211,1975,117,NYK,Peter Davis,Michigan State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2212,1975,118,DET,Ike Williams,Armstrong Atlantic State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2213,1975,119,HOU,Nathaniel Barnett,University of Akron,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2214,1975,120,SEA,Hollis Miller,Drury University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2215,1975,121,KCK,Wayne Croft,Clemson,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2216,1975,122,CHI,John Grochowalski,Assumption College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2217,1975,123,GSW,Stan Boyer,Wyoming,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2218,1975,124,BUF,Mike Franklin,Cincinnati,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2219,1975,125,BOS,Al Boswell,Oral Roberts,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2220,1975,126,WSB,Fletcher Johnson,Randolph-Macon College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,1975,127,NOJ,Harvey Carmichael,Kentucky State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2224,1975,128,LAL,Mike Cashman,Willamette University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,1975,129,ATL,Oscar Jackson,Duquesne,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,1975,130,PHO,Jack Schrader,Arizona State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,1975,131,PHI,Freeman Blade,"Montana State University, Billings",0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,1975,132,MIL,Bob McCurdy,Richmond,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,1975,133,POR,Charley Neal,Oregon State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,1975,134,NYK,Jerry Homan,Marquette,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2231,1975,135,DET,John Kelley,Dillard University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2232,1975,136,CLE,Andre McCarter,UCLA,3,103,1182,392,95,172,0.431,0.25,0.725,1182,3.8,0.9,1.7,1.1,0.046,-2.5,-0.2
2233,1975,137,HOU,Leon Johnson,Centenary (LA),0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2234,1975,138,SEA,Ken McKenzie,Montana,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,1975,139,KCK,Jim Bostic,New Mexico State,1,4,48,26,16,3,0.545,0.0,0.4,48,6.5,4.0,0.8,0.1,0.14400000000000002,-2.7,0.0
2236,1975,140,CHI,John Murphy,UMass,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2237,1975,141,GSW,Mike Rozenski,Saint Mary's,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2238,1975,142,BUF,Allen Jones,Pepperdine,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2239,1975,143,WSB,Bruce Hamming,Augustana College (IL),0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,1975,144,BOS,Roger Morningstar,Kansas,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2243,1975,145,NOJ,Fred Stokes,Barber-Scotia College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2244,1975,146,ATL,Dave Schlesser,Morningside College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2245,1975,147,PHO,Owen Brown,Maryland,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2246,1975,148,PHI,Larry Harralson,Drake University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2247,1975,149,POR,Quintin Braxton,University of Portland,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2248,1975,150,MIL,Eric Hays,Montana,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2249,1975,151,DET,Terry Thomas,Detroit Mercy,1,28,136,77,36,3,0.431,0.0,0.7240000000000001,136,2.8,1.3,0.1,0.2,0.08199999999999999,-3.7,-0.1
2250,1975,152,CLE,Skip Howard,Bowling Green,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2251,1975,153,NYK,Tim van Blommesteyn,Princeton,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,1975,154,HOU,Steve Storther,Providence,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,1975,155,SEA,Rich Haws,Utah State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,1975,156,CHI,Gary Tomaszewski,St. Mary's University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2255,1975,157,GSW,Scott Trobbe,Stanford,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,1975,158,BUF,George Rautins,Niagara University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2257,1975,159,BOS,Robert Rhodes,Albany State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2258,1975,160,WSB,Doug Brookins,Creighton,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,1975,161,NOJ,Aleksander Belov,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2262,1975,162,ATL,Vic Kelly,Hawaii,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2263,1975,163,PHO,Mike Moon,Arizona State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2264,1975,164,PHI,Rick Reed,Azusa Pacific University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2265,1975,165,MIL,Romy Thomas,University of Wisconsin-Eau Claire,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2266,1975,166,POR,Tyree Foster,University of Portland,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2267,1975,167,CLE,Eric Anderson,Macalester College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2268,1975,168,NYK,Mo Rivers,NC State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2269,1975,169,DET,Mickey Fox,Saint Mary's University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2270,1975,170,SEA,Jerry Bellotti,Santa Clara,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2271,1975,171,GSW,Maurice Harper,Saint Mary's,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2272,1975,172,BUF,Art Allen,Pepperdine,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2273,1975,173,WSB,Mike Fahey,Brandeis University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2274,1975,174,BOS,Bill Endicott,UMass,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2275,1976,1,HOU,John Lucas,Maryland,14,928,25556,9951,2151,6454,0.449,0.303,0.7759999999999999,25556,10.7,2.3,7.0,53.7,0.10099999999999999,1.3,21.1
2276,1976,2,CHI,Scott May,Indiana,7,355,8029,3690,1450,610,0.462,0.0,0.8109999999999999,8029,10.4,4.1,1.7,17.4,0.10400000000000001,-0.7,2.7
2277,1976,3,KCK,Richard Washington,UCLA,6,351,7874,3456,2204,409,0.45299999999999996,0.25,0.711,7874,9.8,6.3,1.2,10.8,0.066,-2.5,-1.1
2278,1976,4,DET,Leon Douglas,Alabama,7,456,10111,3587,2954,479,0.495,0.0,0.601,10111,7.9,6.5,1.1,15.2,0.07200000000000001,-3.0,-2.4
2279,1976,5,POR,Wally Walker,Virginia,8,565,10168,3968,1759,844,0.467,0.2,0.643,10168,7.0,3.1,1.5,12.9,0.061,-2.2,-0.6
2280,1976,6,BUF,Adrian Dantley,Notre Dame,15,955,34151,23177,5455,2830,0.54,0.171,0.818,34151,24.3,5.7,3.0,134.2,0.18899999999999997,3.1,43.7
2281,1976,7,MIL,Quinn Buckner,Indiana,10,719,16245,5929,1969,3114,0.461,0.184,0.657,16245,8.2,2.7,4.3,24.7,0.073,-0.1,7.7
2282,1976,8,GSW,Robert Parish,Centenary (LA),21,1611,45704,23334,14715,2180,0.537,0.0,0.721,45704,14.5,9.1,1.4,147.0,0.154,1.5,40.7
2283,1976,9,ATL,Armond Hill,Princeton,8,468,11785,3214,917,2194,0.408,0.077,0.8290000000000001,11785,6.9,2.0,4.7,11.3,0.046,-2.3,-0.9
2284,1976,10,PHO,Ron Lee,Oregon,6,448,9586,3285,1219,1688,0.41600000000000004,0.321,0.705,9586,7.3,2.7,3.8,10.7,0.054000000000000006,-0.4,3.9
2285,1976,11,SEA,Bob Wilkerson,Indiana,7,536,14883,5424,2236,1835,0.425,0.16699999999999998,0.7509999999999999,14883,10.1,4.2,3.4,8.2,0.027000000000000003,-2.2,-0.6
2286,1976,12,PHI,Terry Furlow,Michigan State,4,239,4809,2550,507,568,0.45899999999999996,0.293,0.862,4809,10.7,2.1,2.4,7.3,0.073,0.0,2.4
2287,1976,13,WSB,Mitch Kupchak,UNC,9,510,9905,5202,2730,377,0.523,0.0,0.7040000000000001,9905,10.2,5.4,0.7,27.1,0.131,-0.7,3.2
2288,1976,14,WSB,Larry Wright,Grambling State University,6,343,6834,2824,550,1165,0.465,0.261,0.777,6834,8.2,1.6,3.4,10.6,0.07400000000000001,-1.2,1.4
2289,1976,15,CLE,Chuckie Williams,Kansas State,1,22,65,37,4,7,0.298,0.0,0.75,65,1.7,0.2,0.3,-0.2,-0.13699999999999998,-6.5,-0.1
2290,1976,16,BOS,Norm Cook,Kansas,2,27,148,65,30,6,0.373,0.0,0.529,148,2.4,1.1,0.2,-0.1,-0.018000000000000002,-4.4,-0.1
2291,1976,17,GSW,Sonny Parker,Texas A&M,6,452,10916,4471,1841,954,0.501,0.0,0.755,10916,9.9,4.1,2.1,26.9,0.11800000000000001,1.8,10.5
2294,1976,18,CHI,Willie Smith,Missouri,4,78,1200,357,134,277,0.4,0.239,0.754,1200,4.6,1.7,3.6,1.3,0.052000000000000005,-0.2,0.6
2295,1976,19,SEA,Bayard Forrest,Grand Canyon University,2,139,2130,569,565,296,0.449,0.0,0.509,2130,4.1,4.1,2.1,2.7,0.06,-0.7,0.7
2296,1976,20,POR,Major Jones,Albany State University,6,374,5063,1643,1323,215,0.49,0.111,0.586,5063,4.4,3.5,0.6,5.5,0.052000000000000005,-2.6,-0.8
2297,1976,21,LAL,Earl Tatum,Marquette,4,262,5229,2508,682,507,0.45899999999999996,0.33299999999999996,0.746,5229,9.6,2.6,1.9,7.8,0.071,-0.4,2.1
2298,1976,22,POR,Johnny Davis,Dayton,10,750,21200,9710,1505,3368,0.44799999999999995,0.17600000000000002,0.821,21200,12.9,2.0,4.5,38.5,0.087,-0.8,6.4
2299,1976,23,MIL,Alex English,South Carolina,15,1193,38063,25613,6538,4351,0.507,0.217,0.8320000000000001,38063,21.5,5.5,3.6,100.7,0.127,2.0,38.2
2300,1976,24,MIL,Scott Lloyd,Arizona State,6,372,5638,1694,1114,356,0.425,0.28600000000000003,0.718,5638,4.6,3.0,1.0,2.5,0.021,-4.3,-3.4
2301,1976,25,NYK,Lonnie Shelton,Oregon State,10,673,18530,8049,4136,1459,0.49200000000000005,0.09699999999999999,0.738,18530,12.0,6.1,2.2,37.5,0.09699999999999999,-0.3,7.9
2302,1976,26,NOJ,Jacky Dorsey,Georgia,3,60,449,143,141,16,0.389,0.0,0.544,449,2.4,2.4,0.3,0.3,0.031,-5.4,-0.4
2303,1976,27,HOU,Phil Hicks,Tulane,2,57,390,132,94,32,0.447,0.0,0.778,390,2.3,1.6,0.6,0.5,0.057999999999999996,-2.7,-0.1
2304,1976,28,ATL,Bob Carrington,Boston College,2,82,1787,672,187,120,0.428,0.0,0.76,1787,8.2,2.3,1.5,1.3,0.036000000000000004,-3.2,-0.6
2305,1976,29,SEA,Dennis Johnson,Pepperdine,14,1100,35954,15535,4249,5499,0.445,0.172,0.797,35954,14.1,3.9,5.0,82.6,0.11,0.7,24.3
2306,1976,30,PHO,Al Fleming,Arizona,1,20,97,40,30,7,0.484,0.0,0.588,97,2.0,1.5,0.4,0.0,0.018000000000000002,-4.1,-0.1
2307,1976,31,WSB,Joe Pace,Coppin State University,2,79,557,255,168,27,0.467,0.0,0.598,557,3.2,2.1,0.3,1.1,0.092,-2.1,0.0
2308,1976,32,CLE,Mo Howard,Maryland,1,32,345,152,39,42,0.485,0.0,0.6859999999999999,345,4.8,1.2,1.3,0.6,0.084,-1.0,0.2
2309,1976,33,PHO,Butch Feher,Vanderbilt,1,48,487,248,74,36,0.531,0.0,0.768,487,5.2,1.5,0.8,1.5,0.145,0.6,0.3
2310,1976,34,GSW,Marshall Rogers,University of Texas-Pan American,1,26,176,100,11,10,0.371,0.0,0.9329999999999999,176,3.8,0.4,0.4,-0.2,-0.043,-6.9,-0.3
2313,1976,35,CHI,Dallas Smith,West Texas A&M University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2314,1976,36,LAL,Mike Dabney,Rutgers University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2315,1976,37,CHI,Lars Hansen,Washington,1,15,205,76,59,14,0.509,0.0,0.581,205,5.1,3.9,0.9,0.6,0.149,-1.3,0.1
2316,1976,38,DET,Phil Sellers,Rutgers University,1,44,329,198,41,25,0.384,0.0,0.722,329,4.5,0.9,0.6,0.0,-0.006999999999999999,-5.0,-0.3
2317,1976,39,POR,Jeff Tyson,Western Michigan,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2318,1976,40,MIL,Lloyd Walton,Marquette,5,341,5387,1442,370,1243,0.45399999999999996,0.25,0.711,5387,4.2,1.1,3.6,5.2,0.047,-1.6,0.6
2319,1976,41,NYK,John McGill,Alcorn State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2320,1976,42,NOJ,Steve Copp,San Diego State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2321,1976,43,LAL,Tom Abernethy,Indiana,5,319,5434,1779,1011,384,0.49200000000000005,0.0,0.747,5434,5.6,3.2,1.2,13.4,0.11800000000000001,0.2,3.0
2322,1976,44,HOU,Barnes Hauptfuhrer,Princeton,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2323,1976,45,PHO,Ira Terrell,SMU,2,127,2483,886,533,144,0.498,0.0,0.638,2483,7.0,4.2,1.1,4.1,0.08,-1.2,0.5
2324,1976,46,ATL,Larry Cooke,Virginia Tech,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2325,1976,47,PHI,Ron Norwood,DePaul,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2326,1976,48,BUF,Gary Brewster,Texas-El Paso,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2327,1976,49,WSB,Bill Cook,Memphis,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2328,1976,50,CLE,Gary Cole,University of Wisconsin-Parkside,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2329,1976,51,BOS,Jerry Fort,Nebraska,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2332,1976,52,CHI,Keith Starr,Pitt,1,17,65,14,10,6,0.25,0.0,1.0,65,0.8,0.6,0.4,-0.2,-0.111,-6.1,-0.1
2333,1976,53,ATL,Tom Barker,Hawaii,2,98,1830,639,520,75,0.42200000000000004,0.0,0.6920000000000001,1830,6.5,5.3,0.8,1.3,0.034,-3.8,-0.9
2334,1976,54,KCK,Clarence Ramsey,Washington,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2335,1976,55,DET,Scott Thompson,Iowa,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2336,1976,56,POR,David Everett,Grand Canyon University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2337,1976,57,NYK,Rick Bullock,Texas Tech,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2338,1976,58,NOJ,John Service,UC Santa Barbara,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2339,1976,59,MIL,Dan Frost,Iowa,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2340,1976,60,LAL,Wayman Britt,Michigan,1,7,16,9,4,2,0.3,0.0,0.75,16,1.3,0.6,0.3,0.0,0.046,-4.5,0.0
2341,1976,61,HOU,Hercle Ivy,Iowa State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2342,1976,62,PHO,Paul Miller,Oregon State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2343,1976,63,SEA,Willie Parr,LeMoyne-Owen College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2344,1976,64,PHI,Freeman Blade,"Montana State University, Billings",0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2345,1976,65,WSB,Marion Hillard,Memphis,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,1976,66,CLE,John Engles,Penn,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2347,1976,67,BOS,Lewis Linder,Kentucky State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2348,1976,68,GSW,Jeff Fosnes,Vanderbilt,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,1976,69,CHI,Nate Williams,Illinois,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2352,1976,70,ATL,Ron Davis,Washington State,3,78,951,417,139,53,0.42,0.25,0.5710000000000001,951,5.3,1.8,0.7,0.1,0.006999999999999999,-3.6,-0.5
2353,1976,71,KCK,Willie Hodge,Duke,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2354,1976,72,DET,Jim Hearns,Marymount College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2355,1976,73,POR,Gary Reddings,Auburn,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2356,1976,74,NOJ,Paul Griffin,Western Michigan,7,480,10053,2443,2650,1116,0.505,0.0,0.6920000000000001,10053,5.1,5.5,2.3,19.6,0.094,0.3,5.9
2357,1976,75,MIL,Tom Lockhart,Manhattan College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2358,1976,76,NYK,Beaver Smith,St. John's,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2359,1976,77,MIL,James Rappis,Arizona,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2360,1976,78,HOU,Dave Marrs,Houston,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2361,1976,79,PHO,Ralph Walker,Saint Mary's,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2362,1976,80,SEA,Robert Gray,Wichita State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2363,1976,81,PHI,Jeff Browne,Missouri Western State College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2364,1976,82,ATL,Connie White,California,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2365,1976,83,WSB,L.C. Mason,Alabama State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2366,1976,84,CLE,Edmund Lawrence,McNeese State University,1,3,19,12,4,1,0.625,0.0,0.5,19,4.0,1.3,0.3,0.1,0.201,-3.7,0.0
2367,1976,85,BOS,Louis McKinney,Saint Louis,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2368,1976,86,GSW,Carl Bird,California,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2371,1976,87,CHI,Tom Paulin,Winston-Salem State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2372,1976,88,ATL,Pete Padgett,Nevada,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2373,1976,89,KCK,Andre McCarter,UCLA,3,103,1182,392,95,172,0.431,0.25,0.725,1182,3.8,0.9,1.7,1.1,0.046,-2.5,-0.2
2374,1976,90,DET,Russell Davis,Virginia Tech,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2375,1976,91,GSW,Duane Barnett,Stanford,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2376,1976,92,MIL,Phil Spence,NC State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2377,1976,93,NYK,Joe Jones,Grambling State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2378,1976,94,NOJ,Barnard Tomlin,Hofstra,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2379,1976,95,LAL,Ed Schweitzer,Stanford,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2380,1976,96,HOU,Robert Paige,Houston Baptist University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2381,1976,97,PHO,Carl Brown,Eastern Kentucky University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2382,1976,98,SEA,Darrell Peterson,Wake Forest,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2383,1976,99,PHI,Mike Dunleavy,South Carolina,11,438,8428,3496,689,1723,0.467,0.33899999999999997,0.81,8428,8.0,1.6,3.9,16.1,0.092,-0.7,2.9
2384,1976,100,BUF,Danny Odums,Fairfield,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2385,1976,101,WSB,Pat Tallent,George Washington,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2386,1976,102,CLE,Harry Davis,Morris Brown College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2387,1976,103,BOS,Art Collins,St. Thomas University,1,29,395,94,41,25,0.354,0.0,0.667,395,3.2,1.4,0.9,-0.4,-0.054000000000000006,-5.8,-0.4
2388,1976,104,GSW,Gene Cunningham,Norfolk State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
